;date;price;hashrate;difficulty;reward;e_min_005;e_min_010;e_min_014;c_btc_005;c_btc_010;c_btc_014;max_k_antminer;max_k_bitfury;min_consumption;max_consumption_005;max_consumption_014;mixed_consumption_005;c_btc_005_max_e;c_btc_010_max_e;c_btc_014_max_e
1228;21/08/2015;233.23;406057.123219;52699842409.3;25.0;539.1532908676161;1137.6134437306698;1509.629214429325;11.856187255237987;25.01655510855215;33.19732431466637;0.09835792695369268;0.11775871737299544;0.10108467095319891;0.7531385416669996;0.268978050595357;0.42711160631009926;31.303640037105826;66.05068047829327;87.65019210389632
1227;22/08/2015;233.59;403437.399844;52699842409.3;25.0;538.3223683764463;1135.8601972743015;1507.3026314540498;11.856187255237987;25.01655510855215;33.19732431466637;0.09850974641818408;0.11794048274732241;0.10043251178590988;0.7494345833347912;0.267655208333854;0.4249335475603505;31.303640037105826;66.05068047829327;87.65019210389632
1226;23/08/2015;226.04;412658.093588;54256630327.9;25.0;572.7365187319164;1208.4740545243433;1603.662252449366;12.20642680503134;25.75556055861612;34.17799505408775;0.09259056872680756;0.11085376595257423;0.10272792969579288;0.7205025000006241;0.2573223214287943;0.4116152148482085;32.22837010061299;68.0018609122934;90.23943628171638
1225;24/08/2015;228.68;369504.306023;54256630327.9;25.0;566.1245526244638;1194.5228060376185;1585.1487473484988;12.20642680503134;25.75556055861612;34.17799505408775;0.09367196627343102;0.11214846574957829;0.09198513966218572;0.6526908333334714;0.23310386904766836;0.37233798649782857;32.22837010061299;68.0018609122934;90.23943628171638
1224;25/08/2015;213.24;423446.540479;54256630327.9;25.0;607.115750769848;1281.014234124379;1699.9241021555745;12.20642680503134;25.75556055861612;34.17799505408775;0.08734742910681491;0.10457643360346366;0.10541362720413244;0.6974725000002918;0.24909732142867566;0.40144306360221216;32.22837010061299;68.0018609122934;90.23943628171638
1223;26/08/2015;222.02;372201.417746;54256630327.9;25.0;583.1067592746707;1230.3552620695548;1632.698925969078;12.20642680503134;25.75556055861612;34.17799505408775;0.0909438951899036;0.1088822912616817;0.09265656403933284;0.6383075000004855;0.22796696428588772;0.3654820320199092;32.22837010061299;68.0018609122934;90.23943628171638
1222;27/08/2015;228.84;418052.317033;54256630327.9;25.0;565.7287305285894;1193.6876214153233;1584.0404454800503;12.20642680503134;25.75556055861612;34.17799505408775;0.09373750551868096;0.11222693240394217;0.1040707784498382;0.7389624999995886;0.26391517857128166;0.4215166392247134;32.22837010061299;68.0018609122934;90.23943628171638
1221;28/08/2015;228.27;401869.646696;54256630327.9;25.0;567.1413794811511;1196.6683107052288;1587.9958625472234;12.20642680503134;25.75556055861612;34.17799505408775;0.09350402195747813;0.11194739494777084;0.10004223218720437;0.7085881249991848;0.2530671874997088;0.40431517859319455;32.22837010061299;68.0018609122934;90.23943628171638
1220;29/08/2015;234.17;401869.646696;54256630327.9;25.0;552.8520420812332;1166.5178087914019;1547.985717827453;12.20642680503134;25.75556055861612;34.17799505408775;0.0959207816260685;0.11484085282743899;0.10004223218720437;0.726902708332497;0.2596081101187489;0.4134724702598507;32.22837010061299;68.0018609122934;90.23943628171638
1219;30/08/2015;228.22;445023.43426099996;54256630327.9;25.0;567.2656326972324;1196.9304849911603;1588.343771552251;12.20642680503134;25.75556055861612;34.17799505408775;0.09348354094333755;0.11192287411828213;0.11078502222081153;0.7845062499996771;0.28018080357131314;0.4476456361102443;32.22837010061299;68.0018609122934;90.23943628171638
1218;31/08/2015;226.47;388384.08808200003;54256630327.9;25.0;571.6490603354192;1206.1795173077342;1600.6173689391737;12.20642680503134;25.75556055861612;34.17799505408775;0.09276670544841668;0.11106464508617715;0.09668511030171771;0.6794099999991479;0.24264642857112426;0.38804755515043277;32.22837010061299;68.0018609122934;90.23943628171638
1217;01/09/2015;230.94;428840.76392399997;54256630327.9;25.0;560.5844058810184;1182.8330964089484;1569.6363364668516;12.20642680503134;25.75556055861612;34.17799505408775;0.09459770811258597;0.11325680724246812;0.10675647595817775;0.7649887499992634;0.2732102678568798;0.43587261297872054;32.22837010061299;68.0018609122934;90.23943628171638
1216;02/09/2015;228.32;409960.98186500004;54256630327.9;25.0;567.0171806857147;1196.406251246858;1587.6481059200012;12.20642680503134;25.75556055861612;34.17799505408775;0.09352450297161874;0.11197191577725955;0.10205650531864578;0.7230133333336023;0.2582190476191437;0.412534919326124;32.22837010061299;68.0018609122934;90.23943628171638
1215;03/09/2015;230.68;415355.20531;54256630327.9;25.0;561.2162419549262;1184.1662705248941;1571.4054774737936;12.20642680503134;25.75556055861612;34.17799505408775;0.09449120683905489;0.11312929892912682;0.10339935407269107;0.7400983333325535;0.2643208333330548;0.4217488437026223;32.22837010061299;68.0018609122934;90.23943628171638
1214;04/09/2015;227.42;407263.870142;54256630327.9;25.0;569.26111465202;1201.140951915762;1593.931121025656;12.20642680503134;25.75556055861612;34.17799505408775;0.09315584471708802;0.1115305408464627;0.10138508094149863;0.7154254166665744;0.25550907738091944;0.40840524880403656;32.22837010061299;68.0018609122934;90.23943628171638
1213;05/09/2015;230.8;430369.76945;56957648455.0;25.0;588.8485397922443;1242.4704189616352;1648.7759114182838;12.814090419012821;27.037730784117045;35.879453173235895;0.09005711386956974;0.1078205951268901;0.10713710964650236;0.7308666666675301;0.2610238095241179;0.4190018881570162;33.83277146727657;71.38714779595354;94.73176010837439
1212;06/09/2015;234.67;427538.389387;56957648455.0;25.0;579.1376954193122;1221.9805373347483;1621.585547174074;12.814090419012821;27.037730784117045;35.879453173235895;0.09156717032830126;0.10962850545245797;0.10643226024072691;0.738232708332774;0.26365453869027644;0.42233248428675046;33.83277146727657;71.38714779595354;94.73176010837439
1211;07/09/2015;240.2;450189.42988500005;56957648455.0;25.0;565.8045086763113;1193.8475133070167;1584.2526242936717;12.814090419012821;27.037730784117045;35.879453173235895;0.0937249512628711;0.11221190186082756;0.1120710554854369;0.7956625000005911;0.2841651785716397;0.45386677774301404;33.83277146727657;71.38714779595354;94.73176010837439
1210;08/09/2015;241.31;385067.688455;56957648455.0;25.0;563.2018688991338;1188.355943377172;1576.9652329175747;12.814090419012821;27.037730784117045;35.879453173235895;0.09415806823165455;0.11273044978366487;0.09585951915733135;0.6837116666670071;0.24418273809535967;0.38978559291216924;33.83277146727657;71.38714779595354;94.73176010837439
1209;09/09/2015;243.08;393561.828641;56957648455.0;25.0;559.1008844168585;1179.7028661195714;1565.4824763672038;12.814090419012821;27.037730784117045;35.879453173235895;0.09484871420890387;0.11355732349845948;0.09797406737391087;0.7039191666661097;0.2513997023807535;0.4009466170200103;33.83277146727657;71.38714779595354;94.73176010837439
1208;10/09/2015;240.08;399224.588766;56957648455.0;25.0;566.0873166613211;1194.4442381553874;1585.0444866516991;12.814090419012821;27.037730784117045;35.879453173235895;0.09367812780678639;0.11215584262592623;0.09938376618521286;0.7052350000006239;0.2518696428573657;0.40230938309291836;33.83277146727657;71.38714779595354;94.73176010837439
1207;11/09/2015;239.68;478503.23050600005;56957648455.0;25.0;567.0320551737733;1196.4376364166612;1587.689754486565;12.814090419012821;27.037730784117045;35.879453173235895;0.09352204961983741;0.11196897850958847;0.11911954954095097;0.8438733333327291;0.3013833333331176;0.48149644143684;33.83277146727657;71.38714779595354;94.73176010837439
1206;12/09/2015;239.93;489828.75075500004;56957648455.0;25.0;566.4412244573416;1195.1909836049906;1586.0354284805564;12.814090419012821;27.037730784117045;35.879453173235895;0.09361959848668053;0.11208576858229957;0.12193894716330597;0.8647477083333097;0.3088384672618963;0.49334332774830786;33.83277146727657;71.38714779595354;94.73176010837439
1205;13/09/2015;235.13;385067.688455;56957648455.0;25.0;578.0046909541529;1219.5898979132623;1618.413134671628;12.814090419012821;27.037730784117045;35.879453173235895;0.0917466602432926;0.10984339918624639;0.09585951915733135;0.6662016666669984;0.23792916666678515;0.3810305929121649;33.83277146727657;71.38714779595354;94.73176010837439
1204;14/09/2015;229.86;396393.208704;56957648455.0;25.0;591.256603950448;1247.551434335445;1655.5184910612543;12.814090419012821;27.037730784117045;35.879453173235895;0.08969033013023961;0.10738146445349636;0.09867891677968633;0.670425000000881;0.23943750000031466;0.38455195839028367;33.83277146727657;71.38714779595354;94.73176010837439
1203;15/09/2015;230.88;450189.42988500005;56957648455.0;25.0;588.6445035691701;1242.0399025309484;1648.204609993676;12.814090419012821;27.037730784117045;35.879453173235895;0.09008832950695954;0.10785796795015765;0.1120710554854369;0.7647900000005683;0.2731392857144887;0.4384305277430026;33.83277146727657;71.38714779595354;94.73176010837439
1202;16/09/2015;230.0;461514.950133;56957648455.0;25.0;590.8967086263043;1246.7920552015016;1654.510784153652;12.814090419012821;27.037730784117045;35.879453173235895;0.08974495749567174;0.1074468668942146;0.11489045310754295;0.7810416666660973;0.278943452380749;0.44796605988682014;33.83277146727657;71.38714779595354;94.73176010837439
1201;17/09/2015;227.86;421875.62926300004;56957648455.0;25.0;596.4462520146142;1258.5015917508356;1670.0495056409195;12.814090419012821;27.037730784117045;35.879453173235895;0.08890993919549463;0.10644714387180754;0.1050225614296739;0.7073154166666861;0.25261264880953077;0.40616898904818;33.83277146727657;71.38714779595354;94.73176010837439
1200;18/09/2015;234.0;399224.588766;56957648455.0;25.0;580.7959101882478;1225.4793704972026;1626.2285485270936;12.814090419012821;27.037730784117045;35.879453173235895;0.09130573936516169;0.10931550805759223;0.09938376618521286;0.6873750000006081;0.24549107142878862;0.3933793830929105;33.83277146727657;71.38714779595354;94.73176010837439
1199;19/09/2015;232.99;424738.98841;59335351233.9;25.0;607.6641177882545;1282.171288533217;1701.4595298071129;13.349015915848145;28.166423582439585;37.377244564374806;0.08726860521732951;0.10448206195074958;0.10573537177246702;0.6989699999992491;0.24963214285687468;0.4023526858858581;35.245123924193535;74.36721148004835;98.6863469877419
1198;20/09/2015;230.71;389344.07270900003;59335351233.9;25.0;613.6693806227967;1294.8423931141008;1718.274265743831;13.349015915848145;28.166423582439585;37.377244564374806;0.08641460968148887;0.10345961849288568;0.0969240907913866;0.634452499999047;0.22659017857108812;0.3656882953952168;35.245123924193535;74.36721148004835;98.6863469877419
1197;21/09/2015;230.2;353949.157009;59335351233.9;25.0;615.0289435425084;1297.7110708746925;1722.0810419190236;13.349015915848145;28.166423582439585;37.377244564374806;0.08622358436426135;0.10323091403520561;0.08811280981055515;0.5755000000004658;0.2055357142858806;0.33180640490551044;35.245123924193535;74.36721148004835;98.6863469877419
1196;22/09/2015;226.56;389344.07270900003;59335351233.9;25.0;624.9102348317683;1318.560595495031;1749.7486575289513;13.349015915848145;28.166423582439585;37.377244564374806;0.08486018798248068;0.10159859202352814;0.0969240907913866;0.623039999999064;0.2225142857139514;0.3599820453952253;35.245123924193535;74.36721148004835;98.6863469877419
1195;23/09/2015;229.43;471932.209345;59335351233.9;25.0;617.0930689250988;1302.0663754319585;1727.860592990277;13.349015915848145;28.166423582439585;37.377244564374806;0.08593517359119238;0.10288561514812;0.11748374641399054;0.7647666666667454;0.2731309523809805;0.44112520654036796;35.245123924193535;74.36721148004835;98.6863469877419
1194;24/09/2015;229.95;442436.44626099995;59335351233.9;25.0;615.6975986235504;1299.1219330956912;1723.9532761459413;13.349015915848145;28.166423582439585;37.377244564374806;0.08612994450287532;0.10311880400693108;0.11014101226313168;0.7185937500001753;0.2566406250000626;0.4143673811316535;35.245123924193535;74.36721148004835;98.6863469877419
1193;25/09/2015;233.9;427688.564719;59335351233.9;25.0;605.2999692325158;1277.182935080608;1694.839913851044;13.349015915848145;28.166423582439585;37.377244564374806;0.08760945431277468;0.10489014245366894;0.10646964518770227;0.7065729166668941;0.25234747023817655;0.4065212809272982;35.245123924193535;74.36721148004835;98.6863469877419
1192;26/09/2015;235.79;477831.36196099996;59335351233.9;25.0;600.4481224966514;1266.9455384679343;1681.254742990624;13.349015915848145;28.166423582439585;37.377244564374806;0.0883173716648531;0.10573769426742455;0.11895229324396314;0.7957912499987286;0.2842111607138317;0.4573717716213459;35.245123924193535;74.36721148004835;98.6863469877419
1191;27/09/2015;232.85;424738.98841;59335351233.9;25.0;608.0294730662891;1282.94218816987;1702.4825245856098;13.349015915848145;28.166423582439585;37.377244564374806;0.08721616689495333;0.10441928033491583;0.10573537177246702;0.6985499999992496;0.2494821428568748;0.40214268588585833;35.245123924193535;74.36721148004835;98.6863469877419
1190;28/09/2015;238.94;409991.106868;59335351233.9;25.0;592.5322792478673;1250.243109213;1659.0903818940287;13.349015915848145;28.166423582439585;37.377244564374806;0.08949723391831715;0.10715028062368388;0.1020640046970376;0.6919304166659468;0.24711800595212385;0.3969972106814922;35.245123924193535;74.36721148004835;98.6863469877419
1189;29/09/2015;237.68;510276.701354;59335351233.9;25.0;595.6734382509485;1256.8709547095011;1667.8856271026557;13.349015915848145;28.166423582439585;37.377244564374806;0.08902528901693153;0.10658524608118014;0.12702930081005726;0.8566383333329493;0.30594226190462476;0.49183381707150325;35.245123924193535;74.36721148004835;98.6863469877419
1188;30/09/2015;237.91;457184.327803;59335351233.9;25.0;595.0975696838528;1255.6558720329294;1666.273195114788;13.349015915848145;28.166423582439585;37.377244564374806;0.08911143768940669;0.10668838730719273;0.11381237933856111;0.7682510416667983;0.27437537202385653;0.4410317105026797;35.245123924193535;74.36721148004835;98.6863469877419
1187;01/10/2015;238.98;465548.431663;60813224039.4;25.0;607.188905658177;1281.1685909387531;1700.1289358428955;13.68150147786075;28.867968118286182;38.308204138010105;0.08733690537793484;0.10456383410230215;0.11589455605252676;0.7667274999999507;0.27383124999998243;0.4413110280262387;36.12297850988079;76.21948465584846;101.1443398276662
1186;02/10/2015;237.78;377880.220506;60813224039.4;25.0;610.2531948615995;1287.6342411579749;1708.7089456124786;13.68150147786075;28.867968118286182;38.308204138010105;0.08689835702052617;0.10403878346658883;0.09407025653622106;0.6192187500004818;0.2211495535716006;0.3566445032683514;36.12297850988079;76.21948465584846;101.1443398276662
1185;03/10/2015;239.17;459502.34813500004;60813224039.4;25.0;606.7065462816872;1280.15081265436;1698.778329588724;13.68150147786075;28.867968118286182;38.308204138010105;0.0874063422011912;0.10464696711962343;0.11438943194797113;0.7573716666667679;0.27048988095241716;0.4358805493073695;36.12297850988079;76.21948465584846;101.1443398276662
1184;04/10/2015;239.47;456479.306371;60813224039.4;25.0;605.9464846293529;1278.5470825679345;1696.650156962188;13.68150147786075;28.867968118286182;38.308204138010105;0.08751597929054337;0.10477822977855174;0.1136368698956933;0.7533327083335101;0.26904739583339643;0.4334847891146017;36.12297850988079;76.21948465584846;101.1443398276662
1183;05/10/2015;239.22;447410.181079;60813224039.4;25.0;606.579736954231;1279.883244973427;1698.4232634718467;13.68150147786075;28.867968118286182;38.308204138010105;0.08742461504941658;0.10466884422944481;0.11137918373885984;0.7375950000004023;0.2634267857144294;0.4244870918696311;36.12297850988079;76.21948465584846;101.1443398276662
1182;06/10/2015;246.67;450433.222843;60813224039.4;25.0;588.2596370624361;1241.22783420174;1647.1269837748212;13.68150147786075;28.867968118286182;38.308204138010105;0.09014726943499533;0.1079285335928315;0.11213174579113766;0.765704791667004;0.27346599702392993;0.4389182687290708;36.12297850988079;76.21948465584846;101.1443398276662
1181;07/10/2015;245.25;408110.638146;60813224039.4;25.0;591.6656663575582;1248.4145560144475;1656.6638658011627;13.68150147786075;28.867968118286182;38.308204138010105;0.08962832054539509;0.10730722367390408;0.10159587705899925;0.6897656249997253;0.24634486607133046;0.3956807510293623;36.12297850988079;76.21948465584846;101.1443398276662
1180;08/10/2015;243.91;414156.721675;60813224039.4;25.0;594.916176762704;1255.2731329693052;1665.765294935571;13.68150147786075;28.867968118286182;38.308204138010105;0.08913860821295541;0.10672091713069091;0.10310100116380383;0.6961597916679209;0.2486284970242575;0.39963039641586234;36.12297850988079;76.21948465584846;101.1443398276662
1179;09/10/2015;244.78;402064.554618;60813224039.4;25.0;592.8017185807302;1250.8116262053404;1659.8448120260443;13.68150147786075;28.867968118286182;38.308204138010105;0.08945655577207669;0.10710157884158307;0.10009075295444361;0.6782445833332131;0.24223020833329043;0.38916766814382836;36.12297850988079;76.21948465584846;101.1443398276662
1178;10/10/2015;245.79;450433.222843;60813224039.4;25.0;590.3657784051065;1245.6717924347745;1653.0241795342981;13.68150147786075;28.867968118286182;38.308204138010105;0.089825667306229;0.10754349645997507;0.11213174579113766;0.762973125000336;0.27249040178583434;0.43755243539573685;36.12297850988079;76.21948465584846;101.1443398276662
1177;11/10/2015;248.08;453456.264607;60813224039.4;25.0;584.9161749201513;1234.173129081519;1637.7652897764235;13.68150147786075;28.867968118286182;38.308204138010105;0.09066256375495052;0.1085454680897946;0.11288430784341548;0.7752500000002611;0.2768750000000933;0.4440671539218383;36.12297850988079;76.21948465584846;101.1443398276662
1176;12/10/2015;246.63;423225.846967;60813224039.4;25.0;588.3550446993113;1241.4291443155466;1647.3941251580713;13.68150147786075;28.867968118286182;38.308204138010105;0.09013265115641504;0.10791103190497438;0.10535868732063729;0.7193375000010354;0.2569062500003698;0.4123480936608363;36.12297850988079;76.21948465584846;101.1443398276662
1175;13/10/2015;249.58;405087.596382;60813224039.4;25.0;581.400771993714;1226.7556289067363;1627.922161582399;13.68150147786075;28.867968118286182;38.308204138010105;0.09121074920171134;0.10920178138443622;0.10084331500672143;0.6967441666664655;0.24883720238088058;0.39879374083659347;36.12297850988079;76.21948465584846;101.1443398276662
1174;14/10/2015;254.6;459502.34813500004;60813224039.4;25.0;569.9371746826046;1202.5674385802956;1595.8240891112928;13.68150147786075;28.867968118286182;38.308204138010105;0.09304534316353757;0.11139824321050348;0.11438943194797113;0.8062333333334413;0.2879404761905147;0.4603113826407062;36.12297850988079;76.21948465584846;101.1443398276662
1173;15/10/2015;254.73;493327.875054;60883825480.1;25.0;570.3076444610219;1203.349129812756;1596.8614044908613;13.697385090850096;28.9014825416937;38.352678254380265;0.09298490124591759;0.11132587931554416;0.1228100261523525;0.8650206250000859;0.3089359375000307;0.4939153255762192;36.16491567676279;76.30797207796947;101.2617638949358
1172;16/10/2015;262.31;469115.464008;60883825480.1;25.0;553.8274037343452;1168.5758218794683;1550.7167304561667;13.697385090850096;28.9014825416937;38.352678254380265;0.09575185272962211;0.11463860323974558;0.11678254020612398;0.8470427083326866;0.3025152529759595;0.4819126242694053;36.16491567676279;76.30797207796947;101.2617638949358
1171;17/10/2015;269.07;396478.230872;60883825480.1;25.0;539.913280089033;1139.2170209878595;1511.7571842492923;13.697385090850096;28.9014825416937;38.352678254380265;0.09821947700796549;0.11759295861278007;0.09870008236793627;0.7343368750007775;0.26226316964313484;0.4165184786843569;36.16491567676279;76.30797207796947;101.2617638949358
1170;18/10/2015;262.44;432796.84744;60883825480.1;25.0;553.5530645997413;1167.996966305454;1549.9485808792756;13.697385090850096;28.9014825416937;38.352678254380265;0.09579930704266718;0.11469541776615008;0.10774131128703011;0.7818525000000556;0.2792330357143056;0.44479690564354285;36.16491567676279;76.30797207796947;101.2617638949358
1169;19/10/2015;262.44;432796.84744;60883825480.1;25.0;553.5530645997413;1167.996966305454;1549.9485808792756;13.697385090850096;28.9014825416937;38.352678254380265;0.09579930704266718;0.11469541776615008;0.10774131128703011;0.7818525000000556;0.2792330357143056;0.44479690564354285;36.16491567676279;76.30797207796947;101.2617638949358
1168;20/10/2015;264.16;502407.529196;60883825480.1;25.0;549.9487669350245;1160.3918982329017;1539.8565474180689;13.697385090850096;28.9014825416937;38.352678254380265;0.09642716410757114;0.11544711765396362;0.12507033338212595;0.9135533333332458;0.3262690476190164;0.5193118333576859;36.16491567676279;76.30797207796947;101.2617638949358
1167;21/10/2015;269.8;384372.025349;60883825480.1;25.0;538.4524324446112;1136.1346324581295;1507.6668108449114;13.697385090850096;28.9014825416937;38.352678254380265;0.09848595122737239;0.11791199403028234;0.095686339394822;0.7138458333337347;0.2549449404763338;0.40476608636427835;36.16491567676279;76.30797207796947;101.2617638949358
1166;22/10/2015;269.1;438849.950201;60883825480.1;25.0;539.8530890879082;1139.090017975486;1511.5886494461429;13.697385090850096;28.9014825416937;38.352678254380265;0.09823042800328359;0.117606069657335;0.10924818277346279;0.8129062499993196;0.29032366071404264;0.4610772163863912;36.16491567676279;76.30797207796947;101.2617638949358
1165;23/10/2015;273.95;475168.56677;60883825480.1;25.0;530.2955512814606;1118.9236132038816;1484.8275435880894;13.697385090850096;28.9014825416937;38.352678254380265;0.10000083891304175;0.11972568852704168;0.11828941169280557;0.8960447916671258;0.3200159970239736;0.5071671016799657;36.16491567676279;76.30797207796947;101.2617638949358
1164;24/10/2015;277.43;466088.91262799996;60883825480.1;25.0;523.6436804727539;1104.8881657975105;1466.2023053237108;13.697385090850096;28.9014825416937;38.352678254380265;0.10127115436994041;0.12124656969540855;0.11602910446303209;0.8900879166673173;0.31788854166689906;0.5030585105651747;36.16491567676279;76.30797207796947;101.2617638949358
1163;25/10/2015;279.9;420690.641917;60883825480.1;25.0;519.0227448144199;1095.137991558426;1453.2636854803757;13.697385090850096;28.9014825416937;38.352678254380265;0.10217278631779661;0.12232604569709422;0.10472756831391586;0.8105437499996668;0.2894799107141667;0.45763565915679133;36.16491567676279;76.30797207796947;101.2617638949358
1162;26/10/2015;295.01;469115.464008;60883825480.1;25.0;492.43912502476564;1039.0465538022554;1378.829550069344;13.697385090850096;28.9014825416937;38.352678254380265;0.1076884376263422;0.12892964180457225;0.11678254020612398;0.9526364583326057;0.34022730654735917;0.5347094992693648;36.16491567676279;76.30797207796947;101.2617638949358
1161;27/10/2015;284.95;460035.80986599997;60883825480.1;25.0;509.8244122602425;1075.7295098691116;1427.5083543286792;13.697385090850096;28.9014825416937;38.352678254380265;0.10401620386300874;0.1245330715305002;0.1145222329763505;0.9023416666661547;0.322264880952198;0.5084319498212526;36.16491567676279;76.30797207796947;101.2617638949358
1160;28/10/2015;294.73;478195.11815;60883825480.1;25.0;492.9069530538327;1040.033670943587;1380.1394685507316;13.697385090850096;28.9014825416937;38.352678254380265;0.10758622833670668;0.1288072720553933;0.11904284743589744;0.9701529166657425;0.3464831845234795;0.5445978820508199;36.16491567676279;76.30797207796947;101.2617638949358
1159;29/10/2015;298.95;411610.987775;60883825480.1;25.0;485.94904256081657;1025.352479803323;1360.6573191702864;13.697385090850096;28.9014825416937;38.352678254380265;0.10912666834478493;0.13065155898944739;0.1024672610841424;0.8470249999998443;0.30250892857137296;0.4747461305419933;36.16491567676279;76.30797207796947;101.2617638949358
1158;30/10/2015;310.36;458010.013458;62253982449.8;25.0;478.6176960584286;1009.8833386832841;1340.1295489636;14.005637200517999;29.551894493092973;39.215784161450394;0.11079824343462266;0.1326528469859361;0.11401792717401045;0.9569433333323454;0.3417654761901234;0.5354806302531779;36.978787191609136;78.02524097429526;103.54060413650558
1157;31/10/2015;329.2;507524.60950799996;62253982449.8;25.0;451.22657396322563;952.088071062406;1263.434407097032;14.005637200517999;29.551894493092973;39.215784161450394;0.11752410664608126;0.14070536547161416;0.12634418957132185;1.1247666666665836;0.4017023809523513;0.6255554281189527;36.978787191609136;78.02524097429526;103.54060413650558
1156;01/11/2015;310.92;470388.662471;62253982449.8;25.0;477.75565466581077;1008.0644313448606;1337.71583306427;14.005637200517999;29.551894493092973;39.215784161450394;0.1109981629356002;0.13289219997701784;0.1170994927734628;0.9845800000002848;0.351635714285816;0.5508397463868738;36.978787191609136;78.02524097429526;103.54060413650558
1155;02/11/2015;311.5;492051.298242;62253982449.8;25.0;476.8660935752613;1006.1874574438011;1335.2250620107316;14.005637200517999;29.551894493092973;39.215784161450394;0.1112052224187555;0.13314010128920964;0.1224922325720687;1.0318437499988498;0.36851562499958923;0.5771679912854593;36.978787191609136;78.02524097429526;103.54060413650558
1154;03/11/2015;340.69;448726.026699;62253982449.8;25.0;436.0086534641284;919.9782588093107;1220.8242296995593;14.005637200517999;29.551894493092973;39.215784161450394;0.12162602640720968;0.14561637594934457;0.11170675297460791;1.0291677083329218;0.3675598958331864;0.5704372306537648;36.978787191609136;78.02524097429526;103.54060413650558
1153;04/11/2015;409.0;488956.63598900003;62253982449.8;25.0;363.18774608482613;766.326144238983;1016.9256890375132;14.005637200517999;29.551894493092973;39.215784161450394;0.1460126355353804;0.17481316670076;0.12172184117226788;1.3462916666654259;0.48081845238050924;0.7340067539188468;36.978787191609136;78.02524097429526;103.54060413650558
1152;05/11/2015;437.05;479672.64923000004;62253982449.8;25.0;339.87824768034295;717.1431026055235;951.6590935049603;14.005637200517999;29.551894493092973;39.215784161450394;0.15602646053970173;0.18680218705762144;0.11941066697286534;1.411307291666204;0.5040383184522157;0.7653589793195347;36.978787191609136;78.02524097429526;103.54060413650558
1151;06/11/2015;400.0;461104.675711;62253982449.8;25.0;371.35947037173474;783.5684824843602;1039.8065170408572;14.005637200517999;29.551894493092973;39.215784161450394;0.14279964355538427;0.1709664222012323;0.1147883185738113;1.2416666666651301;0.44345238095183215;0.6782274926194707;36.978787191609136;78.02524097429526;103.54060413650558
1150;07/11/2015;388.38;423968.72867399995;62253982449.8;25.0;382.470230569787;807.0121865022505;1070.9166455954037;14.005637200517999;29.551894493092973;39.215784161450394;0.13865131391010038;0.16599984763628647;0.1055436217759522;1.1085012499989615;0.3958933035710577;0.6070224358874569;36.978787191609136;78.02524097429526;103.54060413650558
1149;08/11/2015;387.38;504429.947255;62253982449.8;25.0;383.4575562721201;809.0954437341733;1073.6811575619363;14.005637200517999;29.551894493092973;39.215784161450394;0.13829431480121188;0.1655724315807834;0.12557379817152103;1.315477916666824;0.4698135416667229;0.7205258574191725;36.978787191609136;78.02524097429526;103.54060413650558
1148;09/11/2015;381.51;433252.715433;62253982449.8;25.0;389.3575218177607;821.544371035475;1090.20106108973;14.005637200517999;29.551894493092973;39.215784161450394;0.1361987300320366;0.16306349933498032;0.10785479597535474;1.1127374999982267;0.3974062499993666;0.6102961479867908;36.978787191609136;78.02524097429526;103.54060413650558
1147;10/11/2015;378.8;454915.351205;62253982449.8;25.0;392.14305213488353;827.4218400046042;1098.000545977674;14.005637200517999;29.551894493092973;39.215784161450394;0.1352312624469489;0.16190520182456697;0.11324753577420961;1.1600749999990436;0.41431249999965847;0.6366612678866266;36.978787191609136;78.02524097429526;103.54060413650558
1146;11/11/2015;353.58;442536.702193;62253982449.8;25.0;420.1136606954406;886.4398240673795;1176.3182499472337;14.005637200517999;29.551894493092973;39.215784161450394;0.12622774492078193;0.15112576890477927;0.11016597017500622;1.0533737500000384;0.37620491071429946;0.5817698600875223;36.978787191609136;78.02524097429526;103.54060413650558
1145;12/11/2015;309.9;579380.209973;65848255179.7;25.0;507.0024425360764;1069.775153751121;1419.6068391010137;14.81426145030455;31.258091660142597;41.47993206085274;0.10459515684922285;0.12522622116457022;0.14423206621184964;1.1427562499992758;0.40812723214259855;0.6434941581055628;39.113780667645024;82.53007720873099;109.51858586940605
1144;13/11/2015;331.6;477906.839865;65848255179.7;25.0;473.8240559165563;999.7687579839336;1326.7073565663575;14.81426145030455;31.258091660142597;41.47993206085274;0.11191918041691609;0.13399488524740719;0.11897108286407768;1.008616666666588;0.36022023809521003;0.5637938747653328;39.113780667645024;82.53007720873099;109.51858586940605
1143;14/11/2015;332.2;546646.864777;65848255179.7;25.0;472.96826291971723;997.9630347606033;1324.311136175208;14.81426145030455;31.258091660142597;41.47993206085274;0.11212168798099979;0.13423733678886812;0.1360833619061489;1.1557791666663884;0.41277827380942445;0.6459312642862687;39.113780667645024;82.53007720873099;109.51858586940605
1142;15/11/2015;331.9;497546.846983;65848255179.7;25.0;473.39577264817734;998.8650802876541;1325.5081634148964;14.81426145030455;31.258091660142597;41.47993206085274;0.11202043419895794;0.13411611101813764;0.12386030544759771;1.0510166666671346;0.37536309523826233;0.5874384860573661;39.113780667645024;82.53007720873099;109.51858586940605
