;date;price;hashrate;difficulty;reward;e_min_005;e_min_010;e_min_014;c_btc_005;c_btc_010;c_btc_014;max_k_antminer;max_k_bitfury;min_consumption;max_consumption_005;max_consumption_014;mixed_consumption_005;c_btc_005_max_e;c_btc_010_max_e;c_btc_014_max_e
2375;30/06/2012;6.693;12.1875886651;1726566.5591900002;50.0;0.30776544756911445;0.6493850943708315;0.8617432531935205;0.00019421781449934782;0.0004097995885936239;0.0005438098805981739;172.30654194243533;206.29346309495037;0.0008125059110066666;0.03960025000000381;0.01414294642857279;0.02020637795550524;0.13732494270533888;0.289755629108265;0.3845098395749489
2374;01/07/2012;6.694;11.8442763084;1726566.5591900002;50.0;0.30771947125486754;0.6492880843477704;0.8616145195136291;0.00019421781449934782;0.0004097995885936239;0.0005438098805981739;172.33228623377587;206.32428536644224;0.00078961842056;0.038490500000209676;0.013746607142932027;0.01964005921038484;0.13732494270533888;0.289755629108265;0.3845098395749489
2373;02/07/2012;6.75;13.8183223598;1726566.5591900002;50.0;0.3051665393451975;0.6439013980183667;0.8544663101665531;0.00019421781449934782;0.0004097995885936239;0.0005438098805981739;173.7739665488478;208.0503325699858;0.0009212214906533333;0.04528125000024667;0.016171875000088095;0.02310123574545;0.13732494270533888;0.289755629108265;0.3845098395749489
2372;03/07/2012;6.765;12.4450729327;1726566.5591900002;50.0;0.3044898951337891;0.6424736787322949;0.8525717063746094;0.00019421781449934782;0.0004097995885936239;0.0005438098805981739;174.16013091895636;208.5126666423636;0.0008296715288466667;0.040871875000094135;0.014597098214319336;0.0208507732644704;0.13732494270533888;0.289755629108265;0.3845098395749489
2371;04/07/2012;6.55;13.843379074100001;1751454.5353400002;50.0;0.319017809572357;0.6731275781976732;0.8932498668025995;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;166.22896405403407;199.01710216463553;0.0009228919382733334;0.04339374999990451;0.015497767857108751;0.022158320969088922;0.13930444351326254;0.2939323758129839;0.39005244183713517
2370;05/07/2012;6.77;11.927942975799999;1751454.5353400002;50.0;0.30865090881815926;0.6512534176063159;0.864222544690846;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;171.812226968826;205.7016460541347;0.0007951961983866665;0.0386454166665918;0.013801934523782785;0.019720306432489232;0.13930444351326254;0.2939323758129839;0.39005244183713517
2369;06/07/2012;6.734489999999999;13.320987410999999;1751454.5353400002;50.0;0.31027838079779435;0.6546873834833461;0.8687794662338243;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;170.911037577443;204.6226999017887;0.0008880658273999999;0.04293237375014267;0.015332990625050953;0.021910219788771338;0.13930444351326254;0.2939323758129839;0.39005244183713517
2368;07/07/2012;6.75;14.8010971233;1751454.5353400002;50.0;0.30956543002947234;0.6531830573621865;0.8667832040825225;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;171.30465761293584;205.0939602459984;0.00098673980822;0.04781250000005121;0.017075892857161146;0.024399619904135604;0.13930444351326254;0.2939323758129839;0.39005244183713517
2367;08/07/2012;6.87;13.4080526882;1751454.5353400002;50.0;0.30415817360974357;0.6417737463165588;0.851642886107282;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;174.3500737482769;208.7400750948162;0.0008938701792133333;0.04408250000015938;0.015743750000056924;0.02248818508968636;0.13930444351326254;0.2939323758129839;0.39005244183713517
2366;09/07/2012;6.896;14.3657707373;1751454.5353400002;50.0;0.30301140555379036;0.6393540657184976;0.848431935550613;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;175.0099139109342;209.5300666453934;0.0009577180491533333;0.047409999999982834;0.016932142857136727;0.024183859024568082;0.13930444351326254;0.2939323758129839;0.39005244183713517
2365;10/07/2012;7.239;13.146856856600001;1751454.5353400002;50.0;0.28865404789320875;0.6090600410546704;0.8082313341009846;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;183.7147283644507;219.95187825493076;0.0008764571237733334;0.04554537500012419;0.01626620535718721;0.023210916061948764;0.13930444351326254;0.2939323758129839;0.39005244183713517
2364;11/07/2012;7.257000000000001;11.927942975799999;1751454.5353400002;50.0;0.28793808084593336;0.6075493505849193;0.8062266263686134;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;184.17154078475193;220.49879548225348;0.0007951961983866665;0.041425374999919745;0.014794776785685623;0.021110285599153206;0.13930444351326254;0.2939323758129839;0.39005244183713517
2363;12/07/2012;7.32;13.146856856600001;1751454.5353400002;50.0;0.2854599252320954;0.6023204422397213;0.7992877906498671;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;185.77038425580596;222.41300577788274;0.0008764571237733334;0.04605500000012558;0.016448214285759138;0.023465728561949457;0.13930444351326254;0.2939323758129839;0.39005244183713517
2362;13/07/2012;7.9;14.0175096285;1751454.5353400002;50.0;0.26450210793657447;0.558099447746172;0.7406059022224085;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;200.48989557662122;240.03589421383518;0.0009345006419;0.05299583333324999;0.018927083333303566;0.026965166987574996;0.13930444351326254;0.2939323758129839;0.39005244183713517
2361;14/07/2012;7.688910000000001;12.9727263022;1751454.5353400002;50.0;0.27176370287842333;0.5734214130734732;0.7609383680595854;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;195.1327548098783;233.62207435186073;0.0008648484201466667;0.047735316250100926;0.0170483272321789;0.024300082335123797;0.13930444351326254;0.2939323758129839;0.39005244183713517
2360;15/07/2012;7.64877;12.9727263022;1751454.5353400002;50.0;0.27318989232241764;0.5764306728003011;0.7649316985027694;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;194.1140631126067;232.4024489349312;0.0008648484201466667;0.04748611375010039;0.016959326339321564;0.02417548108512353;0.13930444351326254;0.2939323758129839;0.39005244183713517
2359;16/07/2012;8.2899;12.885661025;1751454.5353400002;50.0;0.2520617441343006;0.5318502801233742;0.7057728835760417;0.0001970174102111011;0.0004157067355454233;0.0005516487485910831;210.38496016970026;251.88272904345223;0.0008590440683333332;0.05112105000009208;0.01825751785717574;0.025990047034212708;0.13930444351326254;0.2939323758129839;0.39005244183713517
2358;17/07/2012;9.49;16.421850256099997;1866391.305;50.0;0.23463557008879996;0.49508105288736787;0.6569795962486399;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;226.01006309456966;270.5898341669664;0.001094790017073333;0.06998875000020244;0.024995982142929443;0.03554177000863788;0.1484461040095141;0.3132212794600747;0.4156490912266395
2357;18/07/2012;9.39899;14.009601065899998;1866391.305;50.0;0.23690753582488244;0.4998749005905019;0.6633411003096708;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;223.84260515545097;267.9948519954663;0.0009339734043933332;0.05913531208334221;0.021119754315479366;0.030034642743867773;0.1484461040095141;0.3132212794600747;0.4156490912266395
2356;19/07/2012;9.27491;13.267370545899999;1866391.305;50.0;0.24007689132753976;0.5065622407011088;0.6722152957171112;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;220.88756525779294;264.4569398117533;0.0008844913697266665;0.055263005416873574;0.01973678764888342;0.02807374839330012;0.1484461040095141;0.3132212794600747;0.4156490912266395
2355;20/07/2012;9.23355;12.896255285799999;1866391.305;50.0;0.24115227189355254;0.5088312936953958;0.6752263613019471;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;219.9025519585736;263.2776357505155;0.0008597503523866666;0.05347764374988994;0.01909915848210355;0.027168697051138304;0.1484461040095141;0.3132212794600747;0.4156490912266395
2354;21/07/2012;9.7;13.9168222509;1866391.305;50.0;0.22955583094254764;0.48436280328877546;0.6427563266391333;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;231.0113395171049;276.5775965668676;0.0009277881500599999;0.060625000000035054;0.02165178571429824;0.030776394075047526;0.1484461040095141;0.3132212794600747;0.4156490912266395
2353;22/07/2012;9.0;12.896255285799999;1866391.305;50.0;0.2474101733491902;0.5220354657667913;0.6927484853777325;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;214.34041810865406;256.6183885671968;0.0008597503523866666;0.05212499999989273;0.018616071428533117;0.0264923751761397;0.1484461040095141;0.3132212794600747;0.4156490912266395
2352;23/07/2012;9.2;13.9168222509;1866391.305;50.0;0.24203169131986;0.5106868686849045;0.677688735695608;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;219.10353851106856;262.3210194242456;0.0009277881500599999;0.057500000000033254;0.020535714285726165;0.029213894075046626;0.1484461040095141;0.3132212794600747;0.4156490912266395
2351;24/07/2012;8.96;14.937389216;1866391.305;50.0;0.2485146830516419;0.5243659812389644;0.6958411125445974;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;213.38779402817121;255.4778623957871;0.0009958259477333333;0.06010666666683827;0.02146666666672795;0.0305512463072858;0.1484461040095141;0.3132212794600747;0.4156490912266395
2350;25/07/2012;8.76998;14.287937510899999;1866391.305;50.0;0.2538992745870243;0.5357274693786213;0.7109179688436681;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;208.86235333383712;250.05979281850495;0.0009525291673933332;0.05627403833327136;0.0200978708333112;0.028613283750332348;0.1484461040095141;0.3132212794600747;0.4156490912266395
2349;26/07/2012;8.9;16.5146290711;1866391.305;50.0;0.25019006293738333;0.5279010327978788;0.7005321762246733;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;211.95885790744683;253.76707313867237;0.0011009752714066666;0.06600833333349942;0.023574404761964082;0.033554654302453045;0.1484461040095141;0.3132212794600747;0.4156490912266395
2348;27/07/2012;8.95;15.586840920999999;1866391.305;50.0;0.24879235308857117;0.5249518650168851;0.6966185886479993;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;213.1496380080504;255.19273085293452;0.0010391227280666666;0.06265000000000408;0.022375000000001456;0.03184456136403537;0.1484461040095141;0.3132212794600747;0.4156490912266395
2347;28/07/2012;8.93;15.772398550999998;1866391.305;50.0;0.24934955880657467;0.5261275690818724;0.698178764658409;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;212.67332596780898;254.62246776722972;0.0010514932367333332;0.06325416666662305;0.022590773809508233;0.03215282995167819;0.1484461040095141;0.3132212794600747;0.4156490912266395
2346;29/07/2012;8.889;13.452928175899999;1866391.305;50.0;0.2504996692701892;0.5285543021600991;0.7013990739565297;0.00020994640393576388;0.0004429869123044617;0.0005878499310201389;211.69688628531404;253.4534284415347;0.0008968618783933333;0.05370437500015083;0.019180133928625297;0.027300618439272083;0.1484461040095141;0.3132212794600747;0.4156490912266395
2345;30/07/2012;9.15;18.7300417587;2036671.0886900001;50.0;0.26555663990990486;0.5603245102098992;0.7435585917477336;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;199.6937452514516;239.08270575173788;0.0012486694505800002;0.07053125000020533;0.02518973214293047;0.03588995972539266;0.16198955034504198;0.3417979512280385;0.45357074096611755
2344;31/07/2012;9.44;13.4653813725;2036671.0886900001;50.0;0.25739864991267264;0.5431111513157392;0.7207162197554834;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;206.0228366310058;246.66019041490773;0.0008976920914999999;0.052313333333599006;0.018683333333428215;0.026605512712549503;0.16198955034504198;0.3417979512280385;0.45357074096611755
2343;01/08/2012;9.54;14.2753291242;2036671.0886900001;50.0;0.2547005508569843;0.5374181623082367;0.713161542399556;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;208.20528193430033;249.27311616082835;0.0009516886082800001;0.05604750000016951;0.020016964285774826;0.028499594304224756;0.16198955034504198;0.3417979512280385;0.45357074096611755
2342;02/08/2012;9.8;15.5914942207;2036671.0886900001;50.0;0.24794318930363565;0.5231601294306711;0.6942409300501798;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;213.87963972286622;256.066723100222;0.0010394329480466666;0.06288333333329184;0.022458333333318512;0.03196138314066925;0.16198955034504198;0.3417979512280385;0.45357074096611755
2341;03/08/2012;11.1188;17.515120131099998;2036671.0886900001;50.0;0.2185346669762591;0.4611081473199066;0.6118970675335255;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;242.66172838271478;290.5259878374234;0.0011676746754066666;0.08014801666686039;0.028624291666735854;0.04065784567113353;0.16198955034504198;0.3417979512280385;0.45357074096611755
2340;04/08/2012;11.3;15.1865203449;2036671.0886900001;50.0;0.215030376564215;0.4537140945504936;0.6020850543798021;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;246.61631927228444;295.26060928903155;0.00101243468966;0.07062500000024328;0.025223214285801175;0.035818717344951644;0.16198955034504198;0.3417979512280385;0.45357074096611755
2339;05/08/2012;11.1869;14.680303;2036671.0886900001;50.0;0.21720434214801504;0.4583011619323117;0.6081721580144421;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;244.14797363425834;292.3053902703953;0.0009786868666666667;0.06758752083324389;0.0241384002975871;0.034283103849955275;0.16198955034504198;0.3417979512280385;0.45357074096611755
2338;06/08/2012;11.29112;14.2753291242;2036671.0886900001;50.0;0.2151994890830697;0.45407092196527704;0.6025585694325952;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;246.4225181293519;295.02858148279375;0.0009516886082800001;0.06633533000020063;0.023691189285785934;0.033643509304240315;0.16198955034504198;0.3417979512280385;0.45357074096611755
2337;07/08/2012;11.04;15.0852768759;2036671.0886900001;50.0;0.2200944977514157;0.4643993902554871;0.616264593703964;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;240.94196148371867;288.4670023496378;0.00100568512506;0.06854000000008165;0.024478571428600583;0.03477284256257082;0.16198955034504198;0.3417979512280385;0.45357074096611755
2336;08/08/2012;11.149989999999999;17.2113897242;2036671.0886900001;50.0;0.2179233573461169;0.4598182840003066;0.6101854005691274;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;243.34243307281227;291.34095937757587;0.0011474259816133332;0.07897909583351362;0.02820681994054057;0.04006326090756348;0.16198955034504198;0.3417979512280385;0.45357074096611755
2335;09/08/2012;12.0;16.0977115656;2036671.0886900001;50.0;0.20248693793130246;0.42724743903504814;0.566963426207647;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;261.8934363953463;313.5510895104759;0.00107318077104;0.07950000000030351;0.028392857142965532;0.040286590385671756;0.16198955034504198;0.3417979512280385;0.45357074096611755
2334;10/08/2012;11.6;16.6039289104;2036671.0886900001;50.0;0.20946924613583012;0.44198010934660154;0.5865138891803244;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;253.16365518216813;303.0993865267934;0.001106928594026667;0.07926666666682516;0.028309523809580413;0.040186797630425916;0.16198955034504198;0.3417979512280385;0.45357074096611755
2333;11/08/2012;11.59788;15.996468096600001;2036671.0886900001;50.0;0.20950753544403197;0.4420608997869074;0.5866210992432895;0.00022910081606407971;0.0004834027218952081;0.0006414822849794233;253.11738734173827;303.0439925009799;0.0010664312064400001;0.07635271000012939;0.02726882500004621;0.03870957060328469;0.16198955034504198;0.3417979512280385;0.45357074096611755
2332;12/08/2012;11.765;18.405542938299998;2190865.9701;50.0;0.22216786351935627;0.46877419202584164;0.6220700178541975;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;238.69338778324163;285.774904589063;0.0012270361958866666;0.08284520833363654;0.0295875744048702;0.042036122264761604;0.17425366095368178;0.3676752246122684;0.4879102506703089
2331;13/08/2012;11.86999;16.6630063287;2190865.9701;50.0;0.22020278991854472;0.4646278867281292;0.6165678117719251;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;240.82347012776887;288.32513894799257;0.00111086708858;0.07567118625001898;0.02702542366072107;0.03839102666929949;0.17425366095368178;0.3676752246122684;0.4879102506703089
2330;14/08/2012;12.17887;17.7520917097;2190865.9701;50.0;0.21461801581798856;0.4528440133759558;0.6009304442903679;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;247.09016061807802;295.8279143436126;0.0011834727806466667;0.08271482541687014;0.029541009077453627;0.0419491490987584;0.17425366095368178;0.3676752246122684;0.4879102506703089
2329;15/08/2012;12.67;18.6233600144;2190865.9701;50.0;0.20629873041083083;0.43529032116685296;0.5776364451503263;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;257.05441761272175;307.75758955745243;0.0012415573342933332;0.09027374999988008;0.03224062499995717;0.04575765366708671;0.17425366095368178;0.3676752246122684;0.4879102506703089
2328;16/08/2012;13.84119;16.7719148668;2190865.9701;50.0;0.1888424994025244;0.3984576737393264;0.5287589983270682;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;280.81602482375905;336.20609873770445;0.0011181276577866667;0.08881430250004303;0.031719393750015375;0.04496621507891485;0.17425366095368178;0.3676752246122684;0.4879102506703089
2327;17/08/2012;15.4;15.5739209478;2190865.9701;50.0;0.16972759183800173;0.35812521877818354;0.4752372571464048;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;312.4418335624242;374.0699983571245;0.00103826139652;0.09175833333371447;0.03277083333346946;0.04639829736511723;0.17425366095368178;0.3676752246122684;0.4879102506703089
2326;18/08/2012;15.26014;16.118463638199998;2190865.9701;50.0;0.1712831543029898;0.36140745557930837;0.47959283204837133;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;309.6042936376164;370.67276264477215;0.0010745642425466666;0.0941041966665758;0.033608641666634215;0.04758938045456123;0.17425366095368178;0.3676752246122684;0.4879102506703089
2325;19/08/2012;12.0;17.207549019200002;2190865.9701;50.0;0.21781707619210222;0.45959403076533556;0.6098878133378861;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;243.4611690096812;291.4831156029542;0.0011471699346133333;0.07900000000010983;0.02821428571432495;0.04007358496736158;0.17425366095368178;0.3676752246122684;0.4879102506703089
2324;20/08/2012;10.5;20.5837137002;2190865.9701;50.0;0.24893380136240253;0.5252503208746692;0.697014643814727;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;213.02852288347108;255.0477261525849;0.0013722475800133334;0.08268750000018614;0.029531250000066487;0.04202987379009974;0.17425366095368178;0.3676752246122684;0.4879102506703089
2323;21/08/2012;10.29999;19.7124453954;2190865.9701;50.0;0.2537677137846956;0.5354498760857075;0.7105495985971475;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;208.9706338490022;250.18943132327271;0.00131416302636;0.07767909125005812;0.027742532589306475;0.03949662713820906;0.17425366095368178;0.3676752246122684;0.4879102506703089
2322;22/08/2012;10.26;16.2273721763;2190865.9701;50.0;0.25475681425976865;0.5375368780881118;0.7133190799273522;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;208.15929950327745;249.21806384052584;0.0010818248117533333;0.06369749999995442;0.02274910714284086;0.03238966240585388;0.17425366095368178;0.3676752246122684;0.4879102506703089
2321;23/08/2012;10.25;17.9699087859;2190865.9701;50.0;0.2550053574931928;0.5380613043106367;0.7140150009809398;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;207.95641519576938;248.97516124419002;0.00119799391906;0.07046875000020222;0.02516741071435794;0.03583337195963111;0.17425366095368178;0.3676752246122684;0.4879102506703089
2320;24/08/2012;10.25;16.989731943;2190865.9701;50.0;0.2550053574931928;0.5380613043106367;0.7140150009809398;0.000246445871610902;0.0005200007890990031;0.0006900484405105255;207.95641519576938;248.97516124419002;0.0011326487962;0.06662500000006286;0.023794642857165305;0.033878824398131425;0.17425366095368178;0.3676752246122684;0.4879102506703089
2319;25/08/2012;10.25;15.8935752698;2440642.60692;50.0;0.28407805360286137;0.5994046931020374;0.7954185500880118;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;186.67404724666088;223.49491343938334;0.0010595716846533334;0.05594791666666049;0.019981398809521603;0.028503744175656914;0.1941200032952886;0.4095932069530589;0.5435360092268081
2318;26/08/2012;10.61913;21.3532003624;2440642.60692;50.0;0.27420325859362576;0.5785688756325502;0.767769124062152;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;193.39668052082283;231.543564892835;0.0014235466908266666;0.07787361999970187;0.027812007142750672;0.03964858334526427;0.1941200032952886;0.4095932069530589;0.5435360092268081
2317;27/08/2012;12.149989999999999;18.077425306800002;2440642.60692;50.0;0.2396545223024323;0.5056710420581321;0.6710326624468105;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;221.2768592494104;264.92302081359736;0.0012051616871200002;0.07543118791635892;0.026939709970128182;0.038318174801739456;0.1941200032952886;0.4095932069530589;0.5435360092268081
2316;28/08/2012;11.3807;18.1987503089;2440642.60692;50.0;0.2558542136625453;0.5398523908279704;0.7163917982551268;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;207.26647117073884;248.14912793947224;0.0012132500205933334;0.07112937499986981;0.025403348214239223;0.03617131251023157;0.1941200032952886;0.4095932069530589;0.5435360092268081
2315;29/08/2012;11.20999;20.1399503419;2440642.60692;50.0;0.25975045913772704;0.548073468780604;0.7273012855856358;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;204.15748320922884;244.42690192257106;0.0013426633561266668;0.07753576416671984;0.027691344345257086;0.03943921376142325;0.1941200032952886;0.4095932069530589;0.5435360092268081
2314;30/08/2012;10.937000000000001;19.1693503254;2440642.60692;50.0;0.2662338894970585;0.5617535068387933;0.7454548905917638;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;199.18576143772978;238.47452373527182;0.0012779566883599999;0.07200191666663004;0.02571497023808216;0.03663993667749502;0.1941200032952886;0.4095932069530589;0.5435360092268081
2313;31/08/2012;10.8359;17.3494752945;2440642.60692;50.0;0.26871787755787047;0.5669947216471065;0.7524100571620372;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;197.34451790830173;236.2701007353965;0.0011566316862999999;0.06456390416660558;0.023058537202359137;0.03286026792645279;0.1941200032952886;0.4095932069530589;0.5435360092268081
2312;01/09/2012;10.42;19.7759753357;2440642.60692;50.0;0.27944338286269954;0.5896255378402959;0.7824414720155587;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;189.7701046156299;227.20165834520725;0.0013183983557133335;0.07076916666663972;0.025274702380942763;0.03604378251117653;0.1941200032952886;0.4095932069530589;0.5435360092268081
2311;02/09/2012;10.18999;18.5627253151;2440642.60692;50.0;0.28575102128945457;0.602934654920749;0.8001028596104728;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;185.58113899541482;222.1864324876275;0.0012375150210066667;0.0649611862499581;0.02320042366069932;0.03309935063548238;0.1941200032952886;0.4095932069530589;0.5435360092268081
2310;03/09/2012;10.5;21.8385003707;2440642.60692;50.0;0.27731429042184086;0.5851331527900842;0.7764800131811543;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;191.22707278926234;228.94600888912436;0.0014559000247133334;0.078749999999928;0.02812499999997429;0.04010295001232067;0.1941200032952886;0.4095932069530589;0.5435360092268081
2309;04/09/2012;10.5934;15.529600263599999;2440642.60692;50.0;0.2748692628834301;0.5799741446840375;0.7696339360736043;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;192.92808313197824;230.9825381491477;0.0010353066842399999;0.056498133333249344;0.020177904761874765;0.02876672000874467;0.1941200032952886;0.4095932069530589;0.5435360092268081
2308;05/09/2012;10.57888;21.8385003707;2440642.60692;50.0;0.2752465336055735;0.58077018590776;0.7706902940956057;0.00027454271633314435;0.0005792851314629345;0.0007687196057328041;192.66364340846394;230.66593852542672;0.0014559000247133334;0.07934159999992745;0.028336285714259807;0.04039875001232039;0.1941200032952886;0.4095932069530589;0.5435360092268081
2307;06/09/2012;11.17;24.9094641254;2694047.95296;50.0;0.2877461417442293;0.6071443590803237;0.8056891968838419;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;184.29439115516314;220.64587770019438;0.0016606309416933333;0.08656749999984857;0.030916964285660216;0.04411406547077095;0.2142749602188694;0.4521201660618144;0.5999698886128343
2306;07/09/2012;11.29;23.0345582235;2694047.95296;50.0;0.28468772394003905;0.6006910975134824;0.7971256270321093;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;186.27427718368773;223.01628999419827;0.0015356372148999998;0.0809116666665667;0.028897023809488106;0.041223651940733345;0.2142749602188694;0.4521201660618144;0.5999698886128343
2305;08/09/2012;11.21;18.749059019100002;2694047.95296;50.0;0.2867193936916183;0.6049779206893146;0.8028143023365312;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;184.95435316467135;221.43601513152902;0.00124993726794;0.06539166666648855;0.023354166666603053;0.03332080196721427;0.2142749602188694;0.4521201660618144;0.5999698886128343
2304;09/09/2012;11.14288;20.4900430709;2694047.95296;50.0;0.2884464701480265;0.6086220520123358;0.807650116414474;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;183.8469369127166;220.11016452174948;0.0013660028713933334;0.07103585999989812;0.025369949999963615;0.036200931435645727;0.2142749602188694;0.4521201660618144;0.5999698886128343
2303;10/09/2012;11.127;19.2847464197;2694047.95296;50.0;0.28885812917075954;0.6094906525503024;0.8088027616781266;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;183.58493199494188;219.79647996150965;0.0012856497613133334;0.06676200000000607;0.023843571428573598;0.0340238248806597;0.2142749602188694;0.4521201660618144;0.5999698886128343
2302;11/09/2012;11.19401;21.1596523216;2694047.95296;50.0;0.2871289558686334;0.6058420968828164;0.8039610764321735;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;184.69053335137048;221.12015769335298;0.0014106434881066667;0.07369389916662016;0.02631924970236434;0.03755227132736341;0.2142749602188694;0.4521201660618144;0.5999698886128343
2301;12/09/2012;11.3789;18.8829808693;2694047.95296;50.0;0.28246354245867716;0.5959980745878087;0.7908979188842961;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;187.74104274981966;224.7723704353394;0.0012588653912866668;0.06685103750004294;0.023875370535729624;0.034054951445664804;0.2142749602188694;0.4521201660618144;0.5999698886128343
2300;13/09/2012;11.399000000000001;19.4186682698;2694047.95296;50.0;0.28196547094333196;0.5949471436904303;0.7895033186413295;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;188.07267365959757;225.16941449458514;0.0012945778846533333;0.06886895833320907;0.024596056547574664;0.0350817681089312;0.2142749602188694;0.4521201660618144;0.5999698886128343
2299;14/09/2012;11.75;21.6953397221;2694047.95296;50.0;0.27354250240706734;0.577174680078912;0.7659190067397884;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;193.86384029303196;232.10287045454646;0.0014463559814733335;0.07931249999977873;0.02832589285706384;0.04037942799062603;0.2142749602188694;0.4521201660618144;0.5999698886128343
2298;15/09/2012;11.799000000000001;19.1508245695;2694047.95296;50.0;0.27240650930443605;0.57477773463236;0.7627382260524209;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;194.6722937546795;233.07078880793142;0.0012767216379666667;0.07030237499977442;0.025107991071348004;0.03578954831887054;0.2142749602188694;0.4521201660618144;0.5999698886128343
2297;16/09/2012;11.99;20.0882775205;2694047.95296;50.0;0.26806708951484914;0.5656215588763316;0.7505878506415775;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;197.8236123500811;236.84369504255423;0.0013392185013666668;0.0749374999999291;0.026763392857117537;0.03813835925064789;0.2142749602188694;0.4521201660618144;0.5999698886128343
2296;17/09/2012;11.9625;23.570245624000002;2694047.95296;50.0;0.2686833356976419;0.5669218383220244;0.7523133399533972;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;197.36988846854422;236.30047555851166;0.0015713497082666668;0.0877249999997185;0.03133035714275661;0.044648174853992584;0.2142749602188694;0.4521201660618144;0.5999698886128343
2295;18/09/2012;12.09;22.3649489728;2694047.95296;50.0;0.26584982657427964;0.56094313407173;0.744379514407983;0.0003030477468680974;0.0006394307458916854;0.0008485336912306727;199.47351737385162;238.81903862089075;0.001490996598186667;0.08412624999983265;0.030045089285654514;0.042808623299009654;0.2142749602188694;0.4521201660618144;0.5999698886128343
